      24.8147  -2.8042  0.329755368929  -8.0144593
2457388.500000000      30.3790  -2.1662  0.325304334680  -7.3835841
2457389.500000000      36.0860  -1.4902  0.321243721300  -6.6628461
2457390.500000000      41.9275  -0.7825  0.317624647948  -5.8553715
2457391.500000000      47.8924  -0.0514  0.314495672985  -4.9669391
2457392.500000000      53.9668   0.6937  0.311901206336  -4.0061466
2457393.500000000      60.1338   1.4419  0.309879875835  -2.9843964
2457394.500000000      66.3736   2.1815  0.308462962787  -1.9156661
2457395.500000000      72.6643   2.9002  0.307673035922  -0.8160521
2457396.500000000      78.9821   3.5861  0.307522910205   0.2968924
2457397.500000000      85.3020   4.2277  0.308015034787   1.4049694
2457398.500000000      91.5987   4.8151  0.309141374490   2.4902178
2457399.500000000      97.8474   5.3400  0.310883797507   3.5357693
2457400.500000000     104.0245   5.7961  0.313214928025   4.5265886
2457401.500000000     110.1085   6.1794  0.316099376062   5.4500307
2457402.500000000     116.0806   6.4880  0.319495225921   6.2961763
2457403.500000000     121.9247   6.7222  0.323355653058   7.0579432
2457404.500000000     127.6281   6.8838  0.327630545862   7.7309985
2457405.500000000     133.1814   6.9763  0.332268029651   8.3135166
2457406.500000000     138.5780   7.0040  0.337215818690   8.8058341
2457407.500000000     143.8144   6.9721  0.342422352285   9.2100556
2457408.500000000     148.8895   6.8861  0.347837698306   9.5296488
2457409.500000000     153.8043   6.7519  0.353414229009   9.7690648
2457410.500000000     158.5618   6.5750  0.359107088916   9.9334004
2457411.500000000     163.1660   6.3608  0.364874483102  10.0281147
2457412.500000000     167.6225   6.1146  0.370677817686  10.0588005
2457413.500000000     171.9373   5.8409  0.376481724091  10.0310093
2457414.500000000     176.1172   5.5441  0.382253996010   9.9501232
2457415.500000000     180.1690   5.2282  0.387965464137   9.8212661
2457416.500000000     184.1001   4.8964  0.393589829405   9.6492471
2457417.500000000     187.9176   4.5520  0.399103471273   9.4385300
2457418.500000000     191.6286   4.1975  0.404485243731   9.1932203
2457419.500000000     195.2401   3.8353  0.409716268475   8.9170673
2457420.500000000     198.7590   3.4675  0.414779731950   8.6134750
2457421.500000000     202.1918   3.0959  0.419660690865   8.2855200
2457422.500000000     205.5448   2.7219  0.424345889099   7.9359727
2457423.500000000     208.8241   2.3468  0.428823587678   7.5673210
2457424.500000000     212.0356   1.9719  0.433083408616   7.1817945
2457425.500000000     215.1847   1.5981  0.437116192742   6.7813887
2457426.500000000     218.2767   1.2262  0.440913871217   6.3678881
2457427.500000000     221.3168   0.8570  0.444469350160   5.9428884
2457428.500000000     224.3097   0.4911  0.447776407628   5.5078169
2457429.500000000     227.2600   0.1291  0.450829602111   5.0639521
2457430.500000000     230.1722  -0.2287  0.453624191685   4.6124413
2457431.500000000     233.0506  -0.5816  0.456156062962   4.1543166
2457432.500000000     235.8992  -0.9295  0.458421669051   3.6905102
2457433.500000000     238.7220  -1.2719  0.460417975749   3.2218676
2457434.500000000     241.5228  -1.6084  0.462142415317   2.7491606
2457435.500000000     244.3053  -1.9389  0.463592847207   2.2730989
2457436.500000000     247.0732  -2.2629  0.464767525235   1.7943403
2457437.500000000     249.8300  -2.5803  0.465665070729   1.3135012
2457438.500000000     252.5792  -2.8907  0.466284451291   0.8311659
2457439.500000000     255.3242  -3.1939  0.466624964876   0.3478957
2457440.500000000     258.0684  -3.4894  0.466686228941  -0.1357629
2457441.500000000     260.8153  -3.7771  0.466468174539  -0.6192691
2457442.500000000     263.5682  -4.0566  0.465971045246  -1.1020800
2457443.500000000     266.3306  -4.3274  0.465195400926  -1.5836419
2457444.500000000     269.1057  -4.5892  0.464142126379  -2.0633818
2457445.500000000     271.8972  -4.8416  0.462812445000  -2.5406987
2457446.500000000     274.7085  -5.0840  0.461207937645  -3.0149542
2457447.500000000     277.5432  -5.3159  0.459330566981  -3.4854630
2457448.500000000     280.4049  -5.5367  0.457182707640  -3.9514822
2457449.500000000     283.2975  -5.7458  0.454767182625  -4.4122001
2457450.500000000     286.2248  -5.9425  0.452087306438  -4.8667243
2457451.500000000     289.1908  -6.1259  0.449146935511  -5.3140686
2457452.500000000     292.1995  -6.2952  0.445950526593  -5.7531381
2457453.500000000     295.2554  -6.4495  0.442503203798  -6.1827140
2457454.500000000     298.3628  -6.5876  0.438810835108  -6.6014365
2457455.500000000     301.5263  -6.7084  0.434880119161  -7.0077860
2457456.500000000     304.7507  -6.8106  0.430718683182  -7.4000634
2457457.500000000     308.0411  -6.8929  0.426335192912  -7.7763682
2457458.500000000     311.4025  -6.9536  0.421739475338  -8.1345762
2457459.500000000     314.8404  -6.9913  0.416942654880  -8.4723151
2457460.500000000     318.3603  -7.0040  0.411957303491  -8.7869410
2457461.500000000     321.9680  -6.9898  0.406797604736  -9.0755137
2457462.500000000     325.6694  -6.9468  0.401479531384  -9.3347747
2457463.500000000     329.4707  -6.8728  0.396021035255  -9.5611270
2457464.500000000     333.3779  -6.7654  0.390442246991  -9.7506213
